ID,Text
2895,"Ukraine’s army command is preparing an offensive on positions of the self-proclaimed Donetsk People’s Republic (DPR) with the use of three army brigades and the Azov paramilitary battalion under control of foreign instructors, Daniil Bezsonov, a spokesman for the DPR operations command, said. ""All these operations will be commanded by the military from the United States and Canada, or, in other words, by NATO military,"" the Donetsk News Agency quoted him as saying.

"
2896,"Kyiv is planning to launch an offensive on Donbas on 14 September and is massing troops reinforced with large numbers of foreign mercenaries, including US and Canadian military personnel, in the Mariupol area."
2897,"Kyiv is planning to launch an offensive on Donbas on 14 September and is massing troops reinforced with large numbers of foreign mercenaries, including US and Canadian military personnel, in the Mariupol area."
2898,“The Plan to Form the European Union Was Created within Nazi Germany”. The European Union is a Nazi project and it lacks democracy.
2899,"On August 8, Georgia attacked South Ossetia. Director of a bakery in Tskhinvali says in the video that Georgian soldiers were entering houses in Tskhinvali and leaving hand grenades in basements. Afterwards, the video shows footage with Sophio Muradov."
2900,"There are no Russian troops in Donbas, Ukraine, and there were never any troops at all."
2901,"In recent years, the trade with Russia has increased. The Free Trade Area with the EU countries only harmed the economy of Ukraine. The end of trade with Russia will destroy Ukraine's economy.
"
2902,"In recent years, the trade with Russia has increased. The Free Trade Area with the EU countries only harmed the economy of Ukraine. The end of trade with Russia will destroy Ukraine's economy.
"
2903,[After Zakharchenko was killed] Ukrainian leadership intends to continue the war against its own people.
2904,"“One letter added to LGBT and crucified Orthodoxy.” The article claims that necrophilia and bestiality are accepted norms in Sweden, Germany and Denmark. They are not criminalized and may even be legalized soon. The author equals pedophilia and bestiality with homosexuality."
2905,"It is necessary to move on and grant vast autonomy to Donbas, similar to that enjoyed Finland's Åland Islands. Finnish and EU citizens are not allowed to purchase property there."
2906,"“English-speaking specialists” have arrived in Syria and may stage a chemical attack using chlorine in “the next two days”, according to the Russian Defense Ministry. The operation is planned to unfold in the village of Kafr Zita in Syria’s north-western Hama Province in ""the next two days"". Groups of residents will be used to assist fake rescuers from the White Helmets."
2907,"Eastern Europe is a testing ground for NATO. This [accidental missile launch] would never happen in Germany, France or Italy, but Estonia, Romania and Poland are second class countries for NATO."
2908,"Eastern Europe is a testing ground for NATO. This [accidental missile launch] would never happen in Germany, France or Italy, but Estonia, Romania and Poland are second class countries for NATO."
2909,Germany doubts that Russia is responsible for Salisbury attack.
2910,Germany doubts that Russia is responsible for Salisbury attack.
2911,US Democrats want to turn Facebook into a tool of manipulating the voters and to a source of legalised leak of personal information of the users.
2912,"In the West, acknowledging Crimea as part of Russia is gaining a momentum.

---

Crimea is part of Russia, over time it will be marked as such in all the maps of the world. The process is irreversible, says a German politician."
2913,"In the West, acknowledging Crimea as part of Russia is gaining a momentum.

---

Crimea is part of Russia, over time it will be marked as such in all the maps of the world. The process is irreversible, says a German politician."
2914,"The European Observers are completely passive and detached in relation to Georgia's provocative actions at the South Ossetian border.

The President of South Ossetia, Anatoly Bibilov, directly addressed the co-chairs of the Geneva discussions, representatives of the EU observers’ mission in Georgia, and asked for decisive measures to be taken with Tbilisi to evade the real danger of a military conflict. However, there was no response. Georgia acts with the connivance of its Western partners."
2915,"Cholera was found near the Ukrainian Azov sea port of Mariupol. According to a source, the officials of Mariupol have found cholera in the waters around Mariupol since 2017 but Ukrainian authorities ignore these findings, creating a potentially dangerous situation for neighbouring Russia."
2916,"According to Cyberberkut, a group of pro-Russian hackers, Ukraine, helped by the US secret services, is preparing to use nuclear waste to poison the water supply of the separatist controlled swathes of Luhansk and Donetsk territories, in order to blame Russia. Ukrainian military are being trained for this operation by Blackwater founder Erik Prince and fourteen other US military instructors."
2917,"The Western military bloc cannot stand Russia being an independent player in international politics and is trying to prevent this by boosting its military presence in Eastern Europe. In a contrast to NATO’s behaviour, Russia’s military “demonstrates openness, friendliness and the absence of any sort of aggression against foreign countries."
2918,Maria Butina is forced to stay awake during 1-3am in the nights in a US prison.
2919,No evidence about Russia's cyber interference.
2920,"The United Nations Office (UNO) participated in the evacuation of the White Helmets, the UNO confirmed their involvement in these events. The UNHCR thereby supports the disinformation campaign [in Syria], arranged by these ‘fearless humanitarian workers.’"
2921,"Ukrainian president Petro Poroshenko has allowed wood smuggling to EU countries. Having vetoed a bill designed to protect Ukraine’s forests from logging, Poroshenko is supporting the illegal export of valuable lumber."
2922,"Ukrainian children in Lviv were offered to play with a knitted doll of Adolf Hitler. The advert is published on the Olx.ua website in the cathegory ""Toys. Lviv""."
2923,"Ukrainian children in Lviv were offered to play with a knitted doll of Adolf Hitler. The advert is published on the Olx.ua website in the cathegory ""Toys. Lviv""."
2924,"Ukrainian children in Lviv were offered to play with a knitted doll of Adolf Hitler. The advert is published on the Olx.ua website in the cathegory ""Toys. Lviv""."
2925,"The goal of the ""Tsnelisi provocation"" is to destroy the concept of South Ossetia’s border. A massive information attack orchestrated by Georgia, the EU and the USA against South Ossetia is another attempt by Tbilisi, Brussels and Washington to question the political consequences of the war in August 2008. Supported by its Western partners, Georgia is refusing to accept the consequences of its provocative actions. The country is refusing to sign a document on the non-use of force and is preparing its forces for a military conflict. The aim of South Ossetia is to put an end to Tbilisi’s aggression even by joining the Russian Federation."
2926,Call to break up Russia by Latvian MP Proof of NATO’s Hostile Plans.
2927,"European Court of Human Rights has concluded that Russia is not guilty of murdering investigative journalist and human rights activist Anna Politkovskaya. According to Russia’s Justice Ministry, the Court found Russia’s investigation into Politkovskaya’s killing to have been competent and allowed to achieve serious results."
2928,"European Court of Human Rights has concluded that Russia is not guilty of murdering investigative journalist and human rights activist Anna Politkovskaya. According to Russia’s Justice Ministry, the Court found Russia’s investigation into Politkovskaya’s killing to have been competent and allowed to achieve serious results."
2929,"European Court of Human Rights has concluded that Russia is not guilty of murdering investigative journalist and human rights activist Anna Politkovskaya. According to Russia’s Justice Ministry, the Court found Russia’s investigation into Politkovskaya’s killing to have been competent and allowed to achieve serious results."
2930,"[Referring to a tweet by the Russian Embassy in South Africa, including a photo of what appears to be actors on a film set.] This image accompanied a claim that “English-speaking foreign specialists” had arrived in Syria to stage a chlorine chemical attack in Hama province."
2931,"[Referring to several past cases of chemical weapons use in Syria, including in Eastern Ghouta and Khan Sheikhoun] Russia has called for inspections by the Organization for the Prohibition of Chemical Weapons (OPCW), but that Russia’s “Western colleagues” moved to block these inspections."
2932,"The Baltic countries are typical “replica states” with the absence of their own political history and tradition.

---

The main task is to forever tear off the Baltic region from Russia and Russian influence and to raise the younger generations of Latvians, Estonians, and Lithuanians in the spirit of total Russophobia and admiration for the West.

&nbsp;"
2933,"The United States sold Ukraine defective Javelin anti-tank missiles. As proof, the media published a letter from the state Kyiv design bureau Luch to the National Security and Defence Council Secretary Oleksander Turchynov, who asked the company to review the reliability of the Javelins after they allegedly failed to fire during a training demonstration on May 22."
2934,"The United States sold Ukraine defective Javelin anti-tank missiles. As proof, the media published a letter from the state Kyiv design bureau Luch to the National Security and Defence Council Secretary Oleksander Turchynov, who asked the company to review the reliability of the Javelins after they allegedly failed to fire during a training demonstration on May 22."
2935,"The realist theory of international relations dominating the USA assumes that the national interest of the state is superior to the international law and treaties signed with its allies. In other words, Article 5 of the North Atlantic Treaty would be fulfilled by the United States only in a situation, when the US interests agree with its legal obligations."
2936,"There is a cyber operation centre deployed in Finland with the help of the US.


Finland and Sweden are being dragged into NATO structures. An agreement was signed in May providing for their full-fledged participation in NATO drills and for possible use of its troops and weapons control systems. In exchange, NATO has been granted unimpeded access to the airspace and territorial waters of these countries.

"
2937,"There is a cyber operation centre deployed in Finland with the help of the US.


Finland and Sweden are being dragged into NATO structures. An agreement was signed in May providing for their full-fledged participation in NATO drills and for possible use of its troops and weapons control systems. In exchange, NATO has been granted unimpeded access to the airspace and territorial waters of these countries.

"
2938,"Citizens of the Republic of Moldova will be stripped of their Romanian passports. According to a new Romanian law, all the documents will have to be changed in order to correspond to a new grammatical revision. The letter ""î"" will be replaced in most of the cases (e.g. geographical names) with the letter ""â"". The Moldovan citizens with Romanian passports will have to change their documents."
2939,"The footballer of Georgia's national football team and Vice-Captain Guram Kashia, who now plays in San Jose, is awarded by UEFA for supporting homosexuals.

---

He was awarded for supporting pederasts.

He should not to take part in this Sodomise ceremony.

We call on Kashia not to accept a gift bestowed by pederasts and their bosses and to be remembered as a champion of the continent and not as a champion of Conchitas.

---

Some have really decided to annihilate and degenerate us! What these sick people want from us, I don’t understand! We are forced that a man should sleep with a man and a woman with a woman! What do they want, sorry but they even start pederastisation of football."
2940,Relatives of Sergei and Yulia Skripal think Sergei might be dead. The Salisbury hospital staff are so frightened that they refused for any amount of money to take photographs with Sergei.
2941,Relatives of Sergei and Yulia Skripal think Sergei might be dead. The Salisbury hospital staff are so frightened that they refused for any amount of money to take photographs with Sergei.
2942,"The first European-Crimean Chamber of Commerce will be opened in Slovakia. An agreement in this regard has been signed by the director of ""Krymkongress""  Rustam Muratov, Slovak deputy Peter Marček  and businessman Roman Busch, after the visit of a Slovak delegation to Crimea on 1 August. The delegation consisted of 12 persons. "
2943,"The first European-Crimean Chamber of Commerce will be opened in Slovakia. An agreement in this regard has been signed by the director of ""Krymkongress""  Rustam Muratov, Slovak deputy Peter Marček  and businessman Roman Busch, after the visit of a Slovak delegation to Crimea on 1 August. The delegation consisted of 12 persons. "
2944,"Pentagon is working out a biological war strategy in the Baltics.

The Baltic states help Pentagon to develop biological weapon for the WWIII - the role of guinea pigs is reserved for them.

Mosaic outbreaks of African swine fever (ASF) in Eastern Europe are gradually forming a general picture of the testing ground at which the Pentagon is working out the strategy and tactics of the third world war (biological). Probably, in this coordinate system a special role is assigned to the Eastern vanguard of NATO - the Baltic countries, which can be sacrificed. Believe me, conspiracy here does not smell - the facts are obvious."
2945,"Stroke of pigs: Pentagon is working out a biological war strategy in the Baltics.

The Baltic states help Pentagon to develop biological weapon for the WWIII - the role of guinea pigs is reserved for them.

Mosaic outbreaks of African swine fever (ASF) in Eastern Europe are gradually forming a general picture of the testing ground at which the Pentagon is working out the strategy and tactics of the third world war (biological). Probably, in this coordinate system a special role is assigned to the Eastern vanguard of NATO - the Baltic countries, which can be sacrificed. Believe me, conspiracy here does not smell - the facts are obvious."
2946,"Stroke of pigs: Pentagon is working out a biological war strategy in the Baltics.

The Baltic states help Pentagon to develop biological weapon for the WWIII - the role of guinea pigs is reserved for them.

Mosaic outbreaks of African swine fever (ASF) in Eastern Europe are gradually forming a general picture of the testing ground at which the Pentagon is working out the strategy and tactics of the third world war (biological). Probably, in this coordinate system a special role is assigned to the Eastern vanguard of NATO - the Baltic countries, which can be sacrificed. Believe me, conspiracy here does not smell - the facts are obvious."
2947,"Stroke of pigs: Pentagon is working out a biological war strategy in the Baltics.

The Baltic states help Pentagon to develop biological weapon for the WWIII - the role of guinea pigs is reserved for them.

Mosaic outbreaks of African swine fever (ASF) in Eastern Europe are gradually forming a general picture of the testing ground at which the Pentagon is working out the strategy and tactics of the third world war (biological). Probably, in this coordinate system a special role is assigned to the Eastern vanguard of NATO - the Baltic countries, which can be sacrificed. Believe me, conspiracy here does not smell - the facts are obvious."
2948,"Stroke of pigs: Pentagon is working out a biological war strategy in the Baltics.

The Baltic states help Pentagon to develop biological weapon for the WWIII - the role of guinea pigs is reserved for them.

Mosaic outbreaks of African swine fever (ASF) in Eastern Europe are gradually forming a general picture of the testing ground at which the Pentagon is working out the strategy and tactics of the third world war (biological). Probably, in this coordinate system a special role is assigned to the Eastern vanguard of NATO - the Baltic countries, which can be sacrificed. Believe me, conspiracy here does not smell - the facts are obvious."
2949,"Stroke of pigs: Pentagon is working out a biological war strategy in the Baltics.

The Baltic states help Pentagon to develop biological weapon for the WWIII - the role of guinea pigs is reserved for them.

Mosaic outbreaks of African swine fever (ASF) in Eastern Europe are gradually forming a general picture of the testing ground at which the Pentagon is working out the strategy and tactics of the third world war (biological). Probably, in this coordinate system a special role is assigned to the Eastern vanguard of NATO - the Baltic countries, which can be sacrificed. Believe me, conspiracy here does not smell - the facts are obvious."
2950,"Stroke of pigs: Pentagon is working out a biological war strategy in the Baltics.

The Baltic states help Pentagon to develop biological weapon for the WWIII - the role of guinea pigs is reserved for them.

Mosaic outbreaks of African swine fever (ASF) in Eastern Europe are gradually forming a general picture of the testing ground at which the Pentagon is working out the strategy and tactics of the third world war (biological). Probably, in this coordinate system a special role is assigned to the Eastern vanguard of NATO - the Baltic countries, which can be sacrificed. Believe me, conspiracy here does not smell - the facts are obvious."
2951,"The alleged chemical weapons attack in Douma was a grotesque provocation by US-backed terrorists and their propaganda agents, known as the White Helmets."
2952,"Today NATO serves one master. However, the United States does not share its plans, secrets, strategic plans with NATO."
2953,"Világyfigyelő reported that Russian Ministry of Defense spokesman Maj. Gen. Igor Konashenkov said English-speaking specialist had arrived to Idlib, who would then stage a chemical attack against the civilian population there ""within two days."" Konashenkov said that the attack would take place in the town of Kafer-Zait. Vilagfigyelo added that the attack will be blamed on the Assad regime.

Konasenkov added that Washington and his allies are preparing another aggressive step, which is evidenced by the fact - for example - that on August 22, representatives of the US, UK and France said that they would respond ""as determinedly as possible"" if the Syrian government wanted to use chemical weapons. According to Konashenkov, there was ""no basis"" for this statement."
2954,"On June 20, a video recording of TV Channel TED's educational programme was published. It focused on the following main points:

- paedophiles are also human beings, this is not a crime, but sexual orientation

-a paedophile cannot be held responsible for his/her feelings. He / she is not a criminal

-we should respect others' sexual orientation

-we should not exasperate paedophiles' pain by ridiculing, judging and persecuting them

-we should see the difference between paedophilia and sexual violence against children. Violence is bad, paedophilia is good and normal

-sexual violence against children is the result of the weakness of a paedophile's delicate soul, as a paedophile cannot speak openly about his / her orientation. Permanent social pressure is added to this: it is difficult for a ''poor'' paedophile to appear at the beach, as there are children there and they all wear bathing suits.

-society is responsible for paedophiles' sexual crime

It seems that transformation from the stage of ''unimaginable'' to ''an effective norm'' with regard to paedophilia is going on extremely quickly in Europe."
2955,"Sentsov is a neo-Nazi terrorist and took part in the battle in front of the Crimean Supreme Court on February 26, 2014. It was Sentsov who threw a nerve gas grenade into the crowd of Crimeans defending the Supreme Council, the clash at the Council led to two deaths. Sentsov and his activists set the offices of civil society organisations - such as the ""Crimean Russian Community"" - ablaze as well as United Russia's local party office."
2956,The Swedish city of Falkenberg is ruled by immigrants and there are numerous individuals sympathising with ISIS in Trollhättan. An Islamic revolution has started in Sweden.
2957,"Paedophilia is a natural sexual orientation, just like heterosexuality, and we should treat paedophiles with the same respect as other people. This scandalous statement was made during the TEDx Talk conference at the German University of Wuerzburg. Fighters against paedophilia in Serbia warn that this is just the beginning of the campaign since “modern” Europe is planning to introduce such perverted attitudes in the Balkans."
2958,Great Britain finds Ukraine guilty in its dispute with Russia over outstanding Eurobonds: the $3 billion that ousted Ukrainian president Viktor Yanukovych borrowed from the Kremlin in 2013. 
2959,"Poland plays the role of a “banana republic” in its alliance with the United States. This country is allowing the hegemon to take advantage of it, without being forced to. The behavior of the American Ambassador in Poland may be described in colonial or post-colonial categories – “she behaves like a Governor of an area, which can be exploited. The locals have some legal regulations preventing such exploitation, so it is necessary to do something about it, for example, using blackmail”."
2960,"One of the main reasons behind Crimea’s destabilisation is the Majlis of the Crimean Tatars. The leaders of (the currently banned) Majlis provoke acts of crime and terrorism from abroad. The Majlis was illegal even in Ukraine and majorly corrupted. The Mejlis leaders are parts of the plans of the Ukrainian regime. Crimean Tatar leaders are supporting the persecution of their own people because they turn a blind eye to the ongoing ""ethnocultural genocide""."
2961,"The EU defence industry fund, which is to distribute 500 million Euro to defence industry initiatives in the years 2019-2020, was designed to benefit defence industries in Western Europe. Smaller countries such as the Czech Republic will not gain anything, and may even lose, from the fund."
2962,"After the end of the Cold War, NATO became US property and a tool, justifying every American intervention. Article 5 is perceived as NATO members' obligation to America, while the USA has freed itself from any commitments."
2963,"Among major producers of the toxic chemicals from the so-called “Novichok” family were the UK (70 chemicals), the US (19 chemicals) and other countries. All this information was submitted to the OPCW."
2964,"Hell was visited upon Russia by London officialdom, after the international hate campaign launched by the UK Government against our people and our country."
2965,"Muslim refugees in Sweden smash a statue of Jesus Christ. While this Scandinavian country is very generous to grant them asylum away from their brothers, of the same faith, who are massacred among themselves, and despite Sweden providing them with subsidies, health insurance, education and all means of a decent life, they dare insult Swedes so!"
2966,"A new poisoning incident on UK soil has given British politicians a perfect reason for launching another McCarthian witch hunt on dissent.

...

It is a worrying trend that some British officials are quite willing to limit the freedom of speech of their own fellow citizens by telling them who they may or may not speak to."
2967,"A summer school at Uppsala University invited among other lecturers British journalist Vanessa Beeley, the author of the leading independent blog on the conflict in Syria. She talked about the methods of the Western media using deliberately false information, and stated that Russian journalists  cover events more objectively than their Western counterparts

Beeley cited as an example the fake about chemical weapons allegedly used by the Syrian authorities in the Syrian city of Duma."
2968,British officials are lying in saying they have asked Russia for help. Kremlin spokesman Dmitry Peskov says Moscow has no information on what the compound is that caused the latest incident. Foreign Ministry spokeswoman Maria Zakharova says it is all a fit-up for political reasons.
2969,"Poland is not an independent geopolitical subject, it only executes orders coming from the West; which incite direct confrontation with Russia.

The Polish elites have been brought up by the Western foundations and power groups. Poland is governed by the US Embassy and the American troops stationed there."
2970,The EU and Ukraine are negotiating the deployment of migrants from Syria and Africa in Ukraine.
2971,"The World Cup, which is being held so successfully in Russia, was too hard to swallow for London and they needed one more poisoned couple in order to hint that Moscow is to blame yet again. Of course, the infamous Porton Down laboratory found Novichok once again. However, they somewhat carelessly forgot to warn the doctors in the local hospital what to say to the press and they told the public that no traces of nerve agents had been found on the couple."
2972,The national team of Ukraine in weightlifting can be removed from participation in the Olympic Games - 2020 in Tokyo because of three positive doping tests of representatives of the country.
2973,In Kiev the future museum complex dedicated to the Revolution of Dignity completely copies the architectural projects of the Third Reich.
2974,Britain has called Russia uninvolved in the incident with poisoning.
2975,"In the village Buymer of the Trostyanets district of the Sumy region in Ukraine, local residents tore the mouth off a ""disabled displaced person from Donbass"" for speaking in Russian."
2976,"The Ukrainian government is allegedly preparing an information attack on the occupied Crimea in order to disrupt the tourist season there. This is proven by a letter from the head of the Ukrainian Ministry of temporarily occupied territories Vadim Chernysh to the head of the Ministry of Information Policy Yuri Stetsyu. In it, Chernysh suggests to Stetsyu that the holiday season on the peninsula can be disrupted with the help of media and bloggers."
2977,"The time will come soon when Euroliberal activists will come to Georgian families to take children from parents. Bullied by Euroliberal mentors the marionette Georgian parliament started hasty adoption of yet another anti-Georgian and anti-state document.

...

Some time ago, in the West and especially in Europe, neo-liberal globalist propaganda became overwhelming and it made roots so deep in all spheres, including science, art, sport that refuting this ideology actually meant the end of any perspective in everything and everywhere and this resulted in a complete transformation of society. The repressive nature of this ideology became more acute later and the idea of mental revolution was determined at the level of consciousness of every individual, every citizen.

These changes were reflected on different states' realities. In the beginning the juvenile justice was enforced in several countries of western and central Europe. Germany, the Netherlands, UK, Sweden were the pioneer countries, where this repressive ''liberal'' vehicle entered in each family in the form of a law and stripped the parents of their exclusive right to raise a child.

...

Juvenile repressions made the crime situation in Europe more difficult. As parents are deprived of any educational work with children, crimes committed by adolescents over last years have increased significantly. This indicator increased 20-times even in law obedient Scandinavian countries. Also, there were several cases, when a parent desperate because of the threats of social workers (that they would take away children) tried to commit suicide…

We can simply say that as a result of big efforts and work Europe and the European Union managed to break conservative society. It is true that this process was dragged a bit, but finally they got what they wanted – an inert social mass without honour and memory, which has not moral and values.

As regards Georgia, it is obvious that when Euroliberal Kiladze [Chair of Foreign Relations Committee] says proudly that the aim of this change is equality among the youth we should take into consideration this Western dirt. Why? Because the aim of the West's slaves and servants in Georgia is the same – to deprive traditional Georgian families of their exclusive right to bring up their own children."
2978,"Amesbury poisoning: With the upcoming meeting between Russian President Vladimir Putin and US President Donald Trump, the new Novichok incident is a very interesting coincidence, as though someone decided that we need a distraction.  The poisoning might have been the result of an internal control problem at the Porton Down. 
"
2979,"Macron thinks that NATO was conceived as a response to the enemy, as a response to the Warsaw Pact. The situation is actually exactly the opposite. NATO's birthday is 4 April 1949. This means that less than four years after the World War II ended, former Allies of the USSR in the fight against fascism have created against the USSR a military bloc, where apart from the US entered France, the UK, Canada, Benelux countries, Italy, Iceland, Norway, Denmark, and Portugal. And only six years later, in response to this, Warsaw Pact was formed on 14 May 1955, as a counterweight to NATO. Apart from the USSR, the Pact included Albania, Bulgaria, Hungary, GDR, Poland, Romania, and Czechoslovakia.

So, when Macron says that NATO was thought as a ""response to the enemy"", it is actually exactly the opposite: it was thought as a threat to a friend, with whom they fought against fascism and with whom they were setting up post-war life in Europe. And if so, then the creation of NATO was not justified at all."
2980,"The British are doing this out of spite because it is only 10 days left before the World Cup final, so they want to ruin everything for Russia, so they want to ruin everything for us.

--

Or perhaps Novichok was actually made in England, and the British are spraying it around on purpose – but why would they want to do it for a second time?

--

Perhaps our so-called friends from Ukraine are trying to frame Russia?Yes, this is possible because Ukrainians are also very stubborn, so there may be a third attack coming."
2981,"Amesbury poisoning: maybe terrorist organisations are testing a new type of weapon.

--

No evidence of Russia's involvement in the Salisbury attack. Only politicians were yelling about a Russian trace. Porton Down refused to confirm that they could establish the country of origin. Neither Scotland Yard nor anyone else said it was Russia."
2982,Amesbury poisoning could be a provocation aimed at disrupting Putin's meeting with Trump in Helsinki on 16 July.
2983,"Porton Down might have been testing its ""formulas"" on the general public"
2984,"A crusade against Stalin. On 22 June 1941 the whole Europe attacked the Soviet Union. Not only German officers were among those who were captures by the Soviet army but also Frenchmen, Spaniards, Italians, Finns, Poles, Austrians, Dutch, and even Norwegians. Based on this Stalin concluded that not only German Wehrmacht, but the whole Europe attacked the Soviet Union. 
"
2985,Not a single anti-aircraft missile system of Russia's armed forces has ever crossed the Russian-Ukrainian border.
2986,"Instead of allocating money to the construction of concentration camps for refugees, the EU should send money to Syria, Libya, Iraq and Yemen to help them restore their destroyed infrastructure and then refugees will go back home rather than flood Europe."
2987,"The West incites hatred among the people of countries of ex-USSR. There is politically-motivated and artificially produced hatred, which is offered as a consumer product. It was offered to those, who were the beneficiaries of the project [of the Soviet Union].

They [Western nations] need this hatred because it is a tool to create conflict, albeit uncompromising. This is a mechanism, which either forces you or seduces you to refuse your identity and allows them to take everything that belongs to you."
2988,"Refugees do not want to live in Poland, but Germany, which has a habit of building concentration camps in Poland, wants to force immigrants to live there.

--

Germany, which has a vast experience in building concentration camps, thought that it would digest all the refugees, but miscalculated"
2989,The US has organised a junta in Ukraine. [---] Maidan was a US-organised coup and Ukraine is a victim of US aggression and interference in its internal policies. Ukraine is not a sovereign country any more.
2990,"In an interview for The Intercept, Ben Rhodes, former Deputy National Security Advisor for Strategic Communications for U.S. President Barack Obama, basically admitted that the US contributed to strengthening terrorists in Syria.

&nbsp;"
2991,American soldiers will be unable to stop the Russian army in case of an invasion into the Baltic states and Poland.
2992,"On 25 November 2018, Russian border guards detained Ukrainian ships after the latter entered Russian territorial waters and penetrated the border in the Kerch Strait."
2993,"Mainstream media are wrong in reporting that West Nile Fever, several cases of which have occurred in the Czech Republic recently, has been brought in by birds. An expert presents an alternative version claiming that the virus was brought in by migrants from Africa."
2994,"All levels of Czech politics are directed from Berlin. The German-Czech Future Fund (Deutsch-Tschechischer Zukunftsfonds) is a case in point, providing grants and funding to NGOs for programs supporting multiculturalism and inclusion. German NGOs, in cooperation with certain German schools, send representatives to the Czech Republic in order to indoctrinate Czech children through workshops and seminars - making them think positively about cohabiting with other ethnicities, especially the Arabs."
2995,"There is a secret project underway in the Czech Republic whose aim is to end net neutrality. Czech citizens will gradually be denied access to certain independent and/or alternative websites, thus ushering in an era of censorship."
2996,The demonstrations against Czech Prime Minister Andrej Babiš held on 5 June 2018 were organised by an association supported by George Soros' Open Society Fund.
2997,"Since imprisoned film maker Oleg Sentsov is a citizen of Russia, the FSIN (Russian correctional service) authorities could not allow access to the Ukrainian Human Rights Ombudswoman Ludmila Denisova because she is a foreign citizen."
2998,"The Czech government intends to import migrants into the Czech Republic under the guise of providing workers for local industries by preparing to adopt a new Alien Act. In line with the recommendations of the Marrakesh Political Declaration, the government will build integration centres for foreigners in order to teach them the customs of their new homeland."
2999,A video is showing a huge number of migrants who came to the Prague train station from Germany. 
3000,White Helmets are planning on committing and filming another chemical attack in Syria. The White Helmets are cooperating with terrorist groups.
3001,"The Istanbul Convention introduces compulsory education for boys and adult men on issues of gender roles, with 50% representation of men and women in institutions, organizations, clubs, sports clubs, cultural and other (and private) institutions.

 Also, it prohibits Easter.

&nbsp;
"
3002,The Ukrainian intelligence service (SBU) is creating death squads to kill political opponents. These death squads are created on the order of president Poroshenko.
3003,"The leader of the popular Ukrainian rock band ""Okean Elzy"" called for the destruction of the current government in Ukraine."
3004,"Ukraine is on the brink of economical disaster because of the  attempts by the West to ""plunder the national wealth"" of the country. "
3005,"Russia has proof that the White Helmets framed President Assad for the recent chemical weapon attacks in Syria, furthermore, they are planning on committing and filming another attack. The White Helmets are cooperating with al-Qaeda."
3006,"The summit in Brussels is now discussing the fears in the heads of Europeans about the creation of concentration camps for migrants, whatever euphemisms might be employed as a cover.

Such camps could be set up in Albania. This is one of the reasons why the summit has been urgently convened."
3007,"France used to be a great country, but the USA itself put a lot of effort to make France one of the subordinate countries of Europe. When Trump says ""let's make France great again"", then it is necessary to make sure that France is not under the dictate of the US. The United States must stop dictating its American will to France."
3008,"The NGO's presence in the region may signify preparations for a new false flag chemical attack amid the Syrian Army's advance against jihadists in the region. The sources added that the tightness of the frontlines in the area may hinder the White Helmets from going ahead with their plans.

&nbsp;

&nbsp;"
3009,The Americans acknowledged that the Russian Su-57 fighter jet is superior to the American F-35.
3010,"NATO is an aggressive, criminal, military and political organisation. But its army is homosexual. We [Russians] feel some kind of disgust about them, not fear."
3011,Photo: Kosovan and Albanian migrants are “storming” the EU borders from Serbia.
3012,"There is no country ""Ukraine"". There is only illegal regime in the Kyiv territory."
3013,They (the West) uses fake chemical attacks as a pretext for military action against Syrian government.
3014,"Chemical weapons in Syria were produced by militants and equipment was manufactured in Western Europe.

...

US, UK, France, Allies Trying to Turn OPCW Into a Politicized Institution
While conducting investigations into chemical incidents in Syria, compliance with a strict sequence of actions to preserve evidence has been violated.
The neglect of the OPCW standards ""led to contradictions, inconsistencies and falsifications of facts in the reports on the results of investigations, which are clearly anti-Syrian in nature.

...

The White Helmets used a low-grade explosive device in the Syrian settlement of Khan Shaykhun last year to stage a chemical weapons attack, later blamed on the Syrian government forces"
3015,Photo: Kosovan and Albanian migrants are “storming” the EU borders from Serbia.
3016,"Today, a series of important pieces of information emerged in a rapid sequence, crowned by a declaration by German Minister of Defense (Ursula von der Leyen) in which she is pushing government colleagues from the German Socialdemocrats to make an increase in defense spending.
The Minister thinks that Germany must be ready for an attack from Russia. She also recalled the old known saying that the best defense is in some cases an attack. Against Russia."
3017,Photo: Kosovan and Albanian migrants are “storming” the EU borders from Serbia.
3018,"The latest news from the ""Berliner Express"": ""If there is no other way, you have to strike first,"" said Federal Defense Minister Ursula von der Leyen about a possible NATO war against Russia. ""Therefore, the Bundeswehr must be brought up to speed as quickly as possible."""
3019,"Nowadays, more and more schools are forcing Swedish children to kneel and pray to Allah. The goal of Prime Minister Löfven is clear, Sweden is going to be a Muslim country."
3020,"The UN condemned the persecution of the Ukrainian Orthodox Church and concluded that there is a ""religious conflict"" in Ukraine."
3021,"Kyiv is not interested in freeing Ukrainian citizens who were taken prisoner by the self-proclaimed Donetsk and Luhansk people’s republics (DPR, LPR). A prisoner exchange was planned for June 27, but the Ukrainian side stopped meeting with the militant leadership."
3022,"Russian journalist and radio personality Matvei Ganapolsky, who works in Ukraine, is advocating ethnic cleansing in the Donbas territories controlled by pro-Russian militants. In Ukraine, no one objects to such statements."
3023,"A provocation with the use of ""disguised"" soldiers, Ukrainian armed forces dressed as Russian soldiers, was prevented by the work of the intelligence of the Luhansk People's Republic (LNR). We can assume that the planned action thereby failed."
